Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly000004	151.321556761274	-0.579775081609352	0.211125579871012	-2.7461148097903	0.0060305655565927	0.0151144943858116	g18991	DEN5B_DANRE	DENN domain-containing protein 5B
Apoly000005	44.2728554877241	-0.601998541529288	0.201155737842884	-2.99269883118865	0.00276522477522181	0.00798584494555629	g18994	SHCAF_CHICK	SIN3-HDAC complex-associated factor
Apoly000006	144.478147798117	0.635316475196134	0.254102437194071	2.50023762940499	0.0124110026463658	0.0274996017811152	g18996	CAPR2_DANRE	Caprin-2
Apoly000009	289.885226535802	-0.608503600145861	0.117080038255601	-5.19733004201294	2.02171235902364e-07	8.36222794057631e-06	g19001	TMTC1_HUMAN	Protein O-mannosyl-transferase TMTC1 {ECO:0000305}
Apoly000013	247.428280594878	0.50700540512035	0.125414574421374	4.04263545492637	5.28537607760378e-05	0.000384829402620859	g19014	COG5_MOUSE	Conserved oligomeric Golgi complex subunit 5
Apoly000016	374.456701422861	-0.630821596394353	0.194976134276055	-3.23537851817911	0.00121481567458575	0.00413003695424576	g19017	PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5
Apoly000042	71.6502404088356	-1.33957584855238	0.193994949644923	-6.90520990883661	5.01292476872101e-12	8.95353935736925e-09	g19152	GBRG1_MOUSE	Gamma-aminobutyric acid receptor subunit gamma-1
Apoly000049	705.837464338609	1.07295784230236	0.231082631626936	4.6431782204842	3.4309015597877e-06	5.41421067832521e-05	g19164	LTOR3_PAGMA	Ragulator complex protein LAMTOR3
Apoly000050	79.7479645614498	0.623217968095984	0.161624401487556	3.85596458430795	0.000115274177384386	0.000674245835984231	g19165	DAPP1_HUMAN	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
Apoly000051	57.886093875313	-0.67490001913988	0.207810694829058	-3.24766740082864	0.00116355195891239	0.00400153469014163	g19166	AT10D_HUMAN	Probable phospholipid-transporting ATPase VD
Apoly000052	3.32842264902282	-1.22065541309467	0.537883730768962	-2.26936667400149	0.0232460370463055	0.0462964916217703	g19167	AT10D_HUMAN	Probable phospholipid-transporting ATPase VD
Apoly000054	77.9186628710906	-0.525070525094379	0.111282624506678	-4.7183513816469	2.37763567080358e-06	4.18578924948728e-05	g19169	GBRB1_HUMAN	Gamma-aminobutyric acid receptor subunit beta-1
Apoly000055	82.092218690303	-0.87917342557537	0.158553845147044	-5.54495177811688	2.94035194231732e-08	2.60221146895083e-06	g19170	GBRB1_HUMAN	Gamma-aminobutyric acid receptor subunit beta-1
Apoly000062	41.0044745170574	-0.761610534772472	0.216433991509486	-3.51890444500299	0.000433332754157048	0.00184318870338245	g19178	BACH2_MOUSE	Transcription regulator protein BACH2
Apoly000081	156.068209015595	-1.07543778287545	0.256048550593103	-4.20013228110193	2.66759082550402e-05	0.000233973914949453	g19249	DICER_DANRE	Endoribonuclease Dicer
